Title,Type,Eps,Season,Year,Day,Timeslot,Source,Runtime,Rating,Score,Popularity,Sequel,Studio,Genres,Producers,Licensors
Shakugan no Shana II (Second),TV,24,Fall,2007,Fridays,1:25,Lightnovel,24,PG-13,7.74,"207,702",TRUE,J.C.Staff,"Action,Drama,Fantasy,Romance,School,Supernatural","GeneonUniversalEntertainment,ASCIIMediaWorks",Funimation
Special A,TV,24,Spring,2008,Mondays,1:30,Manga,24,PG-13,7.74,"201,833",FALSE,"Gonzo,AIC","Comedy,Romance,School,Shoujo",Showgate,SentaiFilmworks
Tegamibachi,TV,25,Fall,2009,Saturdays,22:55,Manga,20,PG-13,7.74,"79,486",FALSE,StudioPierrot,"Adventure,Supernatural,Fantasy,Shounen",TVTokyo,SentaiFilmworks
To LOVE-Ru Darkness 2nd,TV,12,Summer,2015,Tuesdays,0:00,Manga,23,R+,7.74,"101,159",TRUE,Xebec,"Comedy,Ecchi,Harem,Romance,School,Sci-Fi,Shounen","TBS,MagicCapsule,WarnerBros.,NBCUniversalEntertainmentJapan,Shueisha",SentaiFilmworks
ACCA: 13-ku Kansatsu-ka,TV,12,Winter,2017,Tuesdays,23:00,Manga,24,R,7.73,"63,648",FALSE,Madhouse,"Police,Drama,Fantasy,Seinen","BandaiVisual,SquareEnix,Lantis,NihonAdSystems,Banpresto,MedicosEntertainment,BS11,SonyPCL,ContentsSeed",Funimation
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,12,Summer,2016,Mondays,23:00,Game,24,R,7.73,"121,808",TRUE,Lerche,"Action,Mystery,Horror,Psychological","Nonefound,addsome",Funimation
Genshiken,TV,12,Fall,2004,Sundays,Unknown,Manga,25,PG-13,7.73,"115,569",FALSE,PalmStudio,"SliceofLife,Comedy,Parody","Genco,Lantis,KidsStation,ToshibaEntertainment",MediaBlasters
Majin Tantei Nougami Neuro,TV,25,Fall,2007,,,Manga,23,R,7.73,"47,472",FALSE,Madhouse,"Mystery,Comedy,Demons,Supernatural,Shounen","VAP,Shueisha",
Mousou Dairinin,TV,13,Winter,2004,Saturdays,0:00,Original,24,R+,7.73,"166,238",FALSE,Madhouse,"Mystery,Dementia,Police,Psychological,Supernatural,Drama,Thriller","WOWOW,AsmikAceEntertainment,TohokushinshaFilmCorporation",GeneonEntertainmentUSA
Senjou no Valkyria,TV,26,Spring,2009,,,Game,24,PG-13,7.73,"88,821",FALSE,A-1Pictures,"Action,Military,Romance","Aniplex,Sega,SakuraCreate",
Tonari no Kaibutsu-kun,TV,13,Fall,2012,Tuesdays,Unknown,Manga,24,PG-13,7.73,"434,030",FALSE,Brain'sBase,"SliceofLife,Comedy,Romance,School,Shoujo","TVTokyo,Aniplex,NihonAdSystems,Kodansha","NISAmerica,Inc."
Zero no Tsukaima F,TV,12,Winter,2012,,,Lightnovel,24,PG-13,7.73,"212,222",TRUE,J.C.Staff,"Adventure,Magic,Romance,Ecchi,Fantasy","Cospa,Showgate",SentaiFilmworks
Ajin,TV,13,Winter,2016,Saturdays,1:55,Manga,24,R,7.72,"237,937",FALSE,PolygonPictures,"Action,Mystery,Horror,Supernatural,Seinen","MainichiBroadcastingSystem,Kodansha,KlockWorx,SonyMusicCommunications,TOHOanimation,KingRecords",SentaiFilmworks
D-Frag!,TV,12,Winter,2014,,,Manga,24,PG-13,7.72,"194,485",FALSE,Brain'sBase,"Game,Comedy,School,Seinen","TVTokyo,MediaFactory,KadokawaShoten,AT-X,DAXProduction,SonyMusicCommunications,Toranoana",Funimation
Gakkou no Kaidan,TV,19,Fall,2000,Saturdays,19:30,Book,24,PG-13,7.72,"56,106",FALSE,StudioPierrot,"Mystery,Horror,Supernatural","Nonefound,addsome","ADVFilms,DiscotekMedia"
Itazura na Kiss,TV,25,Spring,2008,Saturdays,2:25,Manga,24,PG-13,7.72,"158,034",FALSE,TMSEntertainment,"Comedy,Romance,Shoujo","BandaiVisual,TrinitySound",DiscotekMedia
Kekkai Sensen,TV,12,Spring,2015,Sundays,2:28,Manga,26,R,7.72,"307,698",FALSE,Bones,"Action,Comedy,SuperPower,Supernatural,Vampire,Fantasy,Shounen","NihonAdSystems,MainichiBroadcastingSystem,TOHOanimation,Shueisha,Toy'sFactory,SonyPCL",Funimation
Mahou Shoujo Lyrical Nanoha StrikerS,TV,26,Spring,2007,,,Original,25,PG-13,7.72,"38,597",TRUE,SevenArcs,"Action,Magic,Comedy,SuperPower,Drama","GeneonUniversalEntertainment,A-Line,KingRecords",
Noein: Mou Hitori no Kimi e,TV,24,Fall,2005,Wednesdays,1:30,Original,25,PG-13,7.72,"61,742",FALSE,Satelight,"Adventure,Drama,Sci-Fi,SliceofLife","Lantis,MediaFactory,Rikuentai,ToshibaEntertainment,BandaiChannel","Funimation,MangaEntertainment"
Orange,TV,13,Summer,2016,Mondays,0:00,Manga,24,PG-13,7.72,"244,739",FALSE,TelecomAnimationFilm,"Sci-Fi,Drama,Romance,School,Shoujo","TMSEntertainment,DAXProduction,TOHOanimation,Lawson,ABCAnimation",Funimation
Over Drive,TV,26,Spring,2007,Wednesdays,1:30,Manga,24,PG-13,7.72,"31,289",FALSE,Xebec,"Shounen,Sports","Sotsu,PonyCanyon",
The iDOLM@STER,TV,25,Summer,2011,Fridays,Unknown,Game,24,PG-13,7.72,"94,657",FALSE,A-1Pictures,"Comedy,Drama,Music","Aniplex,TBS,NipponColumbia,BandaiNamcoEntertainment",
Toriko,TV,147,Spring,2011,Sundays,9:00,Manga,23,PG-13,7.72,"65,140",TRUE,ToeiAnimation,"Action,Adventure,Comedy,Fantasy,Shounen","YomikoAdvertising,FujiTV,Shueisha",Funimation
Uchuu Patrol Luluco,TV,13,Spring,2016,Fridays,22:30,Original,7,PG-13,7.72,"75,872",FALSE,Trigger,"Action,Adventure,Comedy,Space","HalfH.PStudio,AT-X,flyingDOG,UltraSuperPictures,GoodSmileCompany,bilibili,Crunchyroll",Funimation
Black Jack (TV),TV,61,Fall,2004,Mondays,19:00,Manga,25,PG-13,7.71,"18,302",TRUE,TezukaProductions,Drama,YomiuriTelecasting,
Hayate no Gotoku!,TV,52,Spring,2007,,,Manga,24,PG-13,7.71,"144,927",FALSE,SynergySP,"Action,Harem,Comedy,Parody,Romance,Shounen","TVTokyo,ShogakukanProductions,StudioTulip","BandaiEntertainment,SentaiFilmworks"
Mitsudomoe,TV,13,Summer,2010,,,Manga,24,PG-13,7.71,"64,233",FALSE,Bridge,"Comedy,School,SliceofLife","Aniplex,Lantis,Cospa,StudioMausu,AkitaShoten",
GetBackers,TV,49,Fall,2002,Saturdays,17:30,Manga,24,PG-13,7.7,"81,698",FALSE,StudioDeen,"Action,Comedy,Drama,Mystery,Shounen,SuperPower,Supernatural","TBS,Kodansha,RondoRobe,Rakuonsha","ADVFilms,SentaiFilmworks"
Hungry Heart: Wild Striker,TV,52,Fall,2002,Wednesdays,Unknown,Manga,23,PG-13,7.7,"15,169",FALSE,NipponAnimation,"SliceofLife,Comedy,Sports,Shounen","Nonefound,addsome",
K,TV,13,Fall,2012,Thursdays,Unknown,Original,24,PG-13,7.7,"363,631",FALSE,GoHands,"Action,SuperPower,Supernatural","StarchildRecords,MainichiBroadcastingSystem,KlockWorx",VizMedia
Kekkaishi,TV,52,Fall,2006,,,Manga,24,PG-13,7.7,"69,671",FALSE,Sunrise,"Adventure,Comedy,Fantasy,Shounen","YomiuriTelecasting,TohokushinshaFilmCorporation",VizMedia
Sengoku Basara Two,TV,12,Summer,2010,Sundays,17:00,Game,24,PG-13,7.7,"47,420",TRUE,ProductionI.G,"Action,Historical,MartialArts,Samurai,SuperPower","Dentsu,Shochiku,MainichiBroadcastingSystem,PonyCanyon,Movic,flyingDOG",Funimation
Senki Zesshou Symphogear AXZ,TV,13,Summer,2017,Sundays,1:00,Original,24,PG-13,7.7,"11,668",TRUE,Satelight,"Action,Sci-Fi,Music","Memory-Tech,Bushiroad,MAGES.,KingRecords,Kinyosha",
Sword Art Online,TV,25,Summer,2012,Sundays,0:00,Lightnovel,23,PG-13,7.7,"1,141,951",FALSE,A-1Pictures,"Action,Adventure,Fantasy,Game,Romance","Aniplex,Genco,DAXProduction,ASCIIMediaWorks",AniplexofAmerica
World Trigger,TV,73,Fall,2014,Sundays,6:30,Manga,23,PG-13,7.7,"134,295",FALSE,ToeiAnimation,"Action,Sci-Fi,Supernatural,School,Shounen",TVAsahi,
Fune wo Amu,TV,11,Fall,2016,Fridays,0:55,Novel,22,PG-13,7.69,"48,925",FALSE,Zexcs,"SliceofLife,Drama,Romance","Aniplex,Dentsu,FujiTV,KyorakuIndustrialHoldings,KansaiTelecasting,Kobunsha",
Gakkougurashi!,TV,12,Summer,2015,Thursdays,21:30,Manga,24,R,7.69,"185,704",FALSE,Lerche,"SliceofLife,Mystery,Horror,Psychological,School,Seinen","Nitroplus,NBCUniversalEntertainmentJapan",SentaiFilmworks
Gensoumaden Saiyuuki,TV,50,Spring,2000,Tuesdays,18:30,Manga,23,R,7.69,"36,430",FALSE,StudioPierrot,"Adventure,Comedy,Supernatural,Drama,Shounen","TVTokyo,Dentsu,GroupTAC",ADVFilms
Kyoukaisenjou no Horizon II,TV,13,Summer,2012,,,Lightnovel,24,R+,7.69,"53,423",TRUE,Sunrise,"Action,Fantasy,Sci-Fi","BandaiVisual,Lantis,ASCIIMediaWorks,SonyPCL",SentaiFilmworks
Seitokai Yakuindomo,TV,13,Summer,2010,,,4-komamanga,24,R,7.69,"258,432",FALSE,GoHands,"Comedy,School,Shounen,SliceofLife","StarchildRecords,DreamForce",
Shakugan no Shana III (Final),TV,24,Fall,2011,Saturdays,1:30,Lightnovel,23,PG-13,7.69,"152,190",TRUE,J.C.Staff,"Action,Supernatural,Drama,Romance,Fantasy","GeneonUniversalEntertainment,WarnerBros.,ASCIIMediaWorks,Showgate",Funimation
Shounen Onmyouji,TV,26,Fall,2006,,,Lightnovel,23,PG-13,7.69,"37,193",FALSE,StudioDeen,"Action,Magic,Fantasy,Supernatural,Demons,Historical,Shoujo","Sotsu,MarineEntertainment","Funimation,GeneonEntertainmentUSA"
Sukitte Ii na yo.,TV,13,Fall,2012,,,Manga,24,PG-13,7.69,"284,790",FALSE,Zexcs,"Romance,School,Shoujo","StarchildRecords,Kodansha,MagicCapsule,YomiuriAdvertising,GANSIS",SentaiFilmworks
Super Lovers 2,TV,10,Winter,2017,Thursdays,23:30,Manga,24,PG-13,7.69,"29,384",TRUE,StudioDeen,"SliceofLife,Comedy,Drama,Romance,ShounenAi","KadokawaShoten,Movic,AT-X,DAXProduction,NipponColumbia,KlockWorx,SonyMusicCommunications,TokyoMX,LawsonHMVEntertainment,TVSaitama",
Tonari no Seki-kun,TV,21,Winter,2014,,,Manga,7,G,7.69,"109,260",FALSE,Shin-EiAnimation,"Comedy,School,Seinen","StarchildRecords,MediaFactory",SentaiFilmworks
Tsubasa Chronicle 2nd Season,TV,26,Spring,2006,Saturdays,18:25,Manga,25,PG-13,7.69,"85,768",TRUE,BeeTrain,"Action,Adventure,Fantasy,Romance,Supernatural,Drama,Mystery,Shounen",NHK,Funimation
Zero no Tsukaima: Futatsuki no Kishi,TV,12,Summer,2007,Mondays,Unknown,Lightnovel,24,PG-13,7.69,"279,345",TRUE,J.C.Staff,"Action,Adventure,Harem,Comedy,Magic,Romance,Ecchi,Fantasy,School","Genco,MediaFactory,Shochiku,HappinetPictures",SentaiFilmworks
Arakawa Under the Bridge,TV,13,Spring,2010,,,Manga,24,PG-13,7.68,"193,719",FALSE,Shaft,"Comedy,Romance,Seinen","SquareEnix,StarchildRecords,Rakuonsha","NISAmerica,Inc."
Giant Killing,TV,26,Spring,2010,,,Manga,24,PG-13,7.68,"42,220",FALSE,StudioDeen,"Sports,Drama,Seinen",NHK,
High School DxD BorN,TV,12,Spring,2015,Saturdays,23:00,Lightnovel,24,R+,7.68,"264,842",TRUE,TNK,"Action,Harem,Comedy,Demons,Romance,Ecchi,School","Genco,Lantis,FujimiShobo",Funimation
Inazuma Eleven,TV,127,Fall,2008,,,Game,24,G,7.68,"58,091",FALSE,OLM,"Sports,SuperPower,Shounen","TVTokyo,Dentsu,HalfH.PStudio",
Kuzu no Honkai,TV,12,Winter,2017,Fridays,0:55,Manga,22,R+,7.68,"205,953",FALSE,Lerche,"Drama,Romance,School,Seinen","Aniplex,Dentsu,SquareEnix,FujiTV,KyorakuIndustrialHoldings,KansaiTelecasting",
Re:Creators,TV,22,Spring,2017,Saturdays,23:30,Original,24,R,7.68,"161,520",FALSE,TROYCA,"Action,Sci-Fi,Fantasy","Aniplex,MagicCapsule,Shogakukan,ABCAnimation",
Sakamoto desu ga?,TV,12,Spring,2016,Fridays,2:28,Manga,24,PG-13,7.68,"252,864",FALSE,StudioDeen,"Comedy,School,Seinen","KadokawaShoten,TBS,DAXProduction,Daiichikosho,KingRecords",SentaiFilmworks
Shakugan no Shana,TV,24,Fall,2005,Thursdays,0:45,Lightnovel,24,PG-13,7.68,"339,510",FALSE,J.C.Staff,"Action,Drama,Fantasy,Romance,School,Supernatural","GeneonUniversalEntertainment,ASCIIMediaWorks,ToshibaEntertainment,CosmicRay,Showgate","Funimation,GeneonEntertainmentUSA"
Ushio to Tora (TV),TV,26,Summer,2015,Fridays,22:30,Manga,24,PG-13,7.68,"112,791",FALSE,"MAPPA,StudioVOLN","Action,Adventure,Comedy,Demons,Shounen,Supernatural","Sotsu,Showgate,TokumaJapanCommunications,DaiichiShokaiCO.,LTD",SentaiFilmworks
Yuru Yuri,TV,12,Summer,2011,,,Manga,23,PG-13,7.68,"178,539",FALSE,DogaKobo,"Comedy,School,ShoujoAi,SliceofLife","TVTokyo,Daume,Sotsu,PonyCanyon,DAXProduction,StudioGram,PRA,Jumondo","NISAmerica,Inc."
Aa! Megami-sama!: Sorezore no Tsubasa,TV,22,Spring,2006,,,Manga,24,PG-13,7.67,"46,002",TRUE,AIC,"Comedy,Magic,Romance,Seinen,Supernatural","TBS,Kodansha","ADVFilms,Funimation,NYAVPost"
Ashita no Nadja,TV,50,Winter,2003,,,Original,24,G,7.67,"16,005",FALSE,ToeiAnimation,"Adventure,Drama,Historical,Romance,Shoujo",AsahiBroadcasting,
Basilisk: Kouga Ninpou Chou,TV,24,Spring,2005,,,Manga,24,R,7.67,"112,537",FALSE,Gonzo,"Action,Adventure,Historical,Supernatural,Romance,Samurai,Fantasy","GDH,Kodansha,SotsuMusicPublishing",Funimation
Grisaia no Kajitsu,TV,13,Fall,2014,Sundays,20:30,Visualnovel,23,R+,7.67,"236,870",FALSE,8bit,"Drama,Harem,Psychological,Romance,School","FrontierWorks,AT-X,Bushiroad,NBCUniversalEntertainmentJapan",SentaiFilmworks
Gugure! Kokkuri-san,TV,12,Fall,2014,Mondays,1:05,4-komamanga,24,PG-13,7.67,"105,956",FALSE,TMSEntertainment,"Comedy,Shounen,Supernatural","TVTokyo,FrontierWorks,MediaFactory,NihonAdSystems,SonyMusicCommunications",SentaiFilmworks
Isshuukan Friends.,TV,12,Spring,2014,Mondays,0:00,4-komamanga,23,PG-13,7.67,"169,671",FALSE,Brain'sBase,"SliceofLife,Comedy,School,Shounen","NihonAdSystems,PonyCanyon,DAXProduction,TOHOanimation",SentaiFilmworks
Log Horizon 2nd Season,TV,25,Fall,2014,Saturdays,17:30,Novel,24,PG-13,7.67,"275,261",TRUE,StudioDeen,"Action,Game,Magic,Fantasy",NHK,SentaiFilmworks
Mutsu Enmei Ryuu Gaiden: Shura no Toki,TV,26,Spring,2004,Tuesdays,18:00,Manga,23,R,7.67,"15,629",FALSE,StudioComet,"Action,Historical,MartialArts,Samurai,Shounen","TVTokyo,Sotsu,Marvelous,MediaFactory",MediaBlasters
Saenai Heroine no Sodatekata,TV,12,Winter,2015,Fridays,0:50,Lightnovel,23,PG-13,7.67,"227,548",TRUE,A-1Pictures,"Harem,Comedy,Romance,Ecchi,School","Aniplex,Dentsu,FujiTV,HalfH.PStudio,Cospa,FujiPacificMusicPublishing,GoodSmileCompany,KyorakuIndustrialHoldings,KansaiTelecasting,FujimiShobo",AniplexofAmerica
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,TV,12,Winter,2013,,,Original,24,R,7.67,"75,109",FALSE,Manglobe,"Shounen,Supernatural","TVTokyo,GeneonUniversalEntertainment,ShogakukanProductions,HalfH.PStudio,UNLIMITEDPartners",SentaiFilmworks
Air Gear,TV,25,Spring,2006,,,Manga,24,R+,7.66,"220,930",FALSE,ToeiAnimation,"Action,Comedy,Ecchi,Shounen,Sports","Marvelous,Kodansha","ADVFilms,Funimation"
Ano Natsu de Matteru,TV,12,Winter,2012,Tuesdays,1:30,Original,23,PG-13,7.66,"200,901",FALSE,J.C.Staff,"Comedy,Drama,Romance,Sci-Fi,SliceofLife","GeneonUniversalEntertainment,Genco,AT-X,Bushiroad,Showgate",SentaiFilmworks
Kamisama no Memochou,TV,12,Summer,2011,Saturdays,Unknown,Lightnovel,26,R,7.66,"150,773",FALSE,J.C.Staff,Mystery,"Lantis,AT-X,WarnerBros.,KlockWorx,ASCIIMediaWorks",SentaiFilmworks
Moyashimon,TV,11,Fall,2007,,,Manga,23,PG-13,7.66,"49,326",FALSE,"TelecomAnimationFilm,Shirogumi","Comedy,School,Supernatural","Dentsu,Kodansha,FujiTV,SonyMusicEntertainment,FujiPacificMusicPublishing",
Digimon Tamers,TV,51,Spring,2001,Sundays,9:00,Original,25,PG,7.65,"109,354",FALSE,ToeiAnimation,"Adventure,Comedy,Drama,Fantasy,Shounen","YomikoAdvertising,FujiTV","SabanEntertainment,FlatironFilmCompany"
Fantastic Children,TV,26,Fall,2004,Tuesdays,1:00,Original,24,PG-13,7.65,"20,012",FALSE,NipponAnimation,"Adventure,Fantasy,Mystery,Romance,Sci-Fi","Nonefound,addsome",BandaiEntertainment
Girls und Panzer,TV,12,Fall,2012,,,Original,24,PG-13,7.65,"129,639",FALSE,Actas,"Action,Military,School","Lantis,Movic,Showgate,CycloneGraphicsinc",SentaiFilmworks
Hanbun no Tsuki ga Noboru Sora,TV,6,Winter,2006,,,Lightnovel,24,PG-13,7.65,"71,695",FALSE,GroupTAC,"Comedy,Drama,Romance","PonyCanyon,DreamForce","NozomiEntertainment,CrimsonStarMedia"
Inu x Boku SS,TV,12,Winter,2012,Fridays,Unknown,Manga,24,PG-13,7.65,"259,483",FALSE,DavidProduction,"Comedy,Supernatural,Romance,Shounen","Aniplex,SquareEnix,MainichiBroadcastingSystem,Movic,InuxBokuSSProductionPartners",SentaiFilmworks
Kiniro no Corda: Primo Passo,TV,25,Fall,2006,,,Visualnovel,24,PG-13,7.65,"69,118",FALSE,YumetaCompany,"Comedy,Drama,Harem,Magic,Music,Romance,School,Shoujo","Aniplex,Hakusensha,Koei,TYO",SentaiFilmworks
Love Live! School Idol Project,TV,13,Winter,2013,Sundays,22:00,Other,23,PG-13,7.65,"204,902",FALSE,Sunrise,"Music,SliceofLife,School","BandaiVisual,Lantis,ASCIIMediaWorks,Bushiroad","NISAmerica,Inc."
Love Stage!!,TV,10,Summer,2014,Thursdays,1:05,Manga,23,PG-13,7.65,"106,906",FALSE,J.C.Staff,"Comedy,Romance,ShounenAi",KadokawaShoten,SentaiFilmworks
New Prince of Tennis,TV,13,Winter,2012,,,Manga,23,PG-13,7.65,"35,010",TRUE,"ProductionI.G,M.S.C","Action,Comedy,Shounen,Sports","TVTokyo,BandaiVisual,NihonAdSystems,TVTokyoMusic,MarvelousAQL,Shueisha",
Oda Nobuna no Yabou,TV,12,Summer,2012,,,Lightnovel,24,PG-13,7.65,"162,319",FALSE,"Madhouse,StudioGokumi","Comedy,Historical,Romance","PonyCanyon,AT-X,KlockWorx,SoftBankCreativeCorp.",SentaiFilmworks
Toaru Majutsu no Index,TV,24,Fall,2008,,,Lightnovel,23,R,7.65,"372,754",FALSE,J.C.Staff,"Action,Magic,Sci-Fi,SuperPower","GeneonUniversalEntertainment,SquareEnix,AT-X,ASCIIMediaWorks,KadokawaContentsGate",Funimation
Tsubasa Chronicle,TV,26,Spring,2005,Saturdays,18:30,Manga,25,PG-13,7.65,"150,313",FALSE,BeeTrain,"Action,Adventure,Fantasy,Magic,Romance,Supernatural,Shounen","NHK,Kodansha",Funimation
"Yondemasu yo, Azazel-san. Z",TV,13,Spring,2013,,,Manga,12,R,7.65,"24,093",TRUE,ProductionI.G,"Comedy,Demons,Supernatural","Nonefound,addsome",NozomiEntertainment
Amagi Brilliant Park,TV,13,Fall,2014,Fridays,2:16,Lightnovel,24,PG-13,7.64,"279,235",FALSE,KyotoAnimation,"Comedy,Magic","AvexEntertainment,TBS,DAXProduction,flyingDOG,Mobcast",SentaiFilmworks
Arslan Senki (TV): Fuujin Ranbu,TV,8,Summer,2016,Sundays,17:00,Manga,24,PG-13,7.64,"73,422",TRUE,LIDENFILMS,"Action,Adventure,Historical,Supernatural,Drama,Fantasy,Shounen","MainichiBroadcastingSystem,MagicCapsule,UltraSuperPictures,Graphinica,NBCUniversalEntertainmentJapan",Funimation
Fate/kaleid liner Prisma☆Illya 3rei!!,TV,12,Summer,2016,Wednesdays,23:00,Manga,24,PG-13,7.64,"46,038",TRUE,SilverLink.,"Action,Comedy,Magic,Fantasy","Lantis,KadokawaShoten,AT-X,DAXProduction,KlockWorx,TokyoMX,KadokawaMediaHouse,PlusOne",
Heroic Age,TV,26,Spring,2007,,,Original,23,PG-13,7.64,"72,398",FALSE,Xebec,"Action,Mecha,Military,Sci-Fi,Space",StarchildRecords,Funimation
Konjiki no Gash Bell!!,TV,150,Spring,2003,Sundays,9:00,Manga,23,PG-13,7.64,"62,041",FALSE,ToeiAnimation,"Adventure,Comedy,Supernatural,Magic,Shounen","YomikoAdvertising,FujiTV","VizMedia,FlatironFilmCompany"
Minami-ke Okaeri,TV,13,Winter,2009,Mondays,1:30,Manga,24,PG-13,7.64,"48,983",TRUE,Asread,"SliceofLife,Comedy,School","Nonefound,addsome",
Owari no Seraph,TV,12,Spring,2015,Saturdays,22:00,Manga,23,R,7.64,"429,983",FALSE,WitStudio,"Action,Drama,Shounen,Supernatural,Vampire","Rakuonsha,NBCUniversalEntertainmentJapan,Shueisha",Funimation
Persona 4 the Animation,TV,25,Fall,2011,,,Game,25,PG-13,7.64,"153,886",FALSE,AICA.S.T.A.,"Sci-Fi,Adventure,Mystery,SuperPower,Supernatural,School","Aniplex,MainichiBroadcastingSystem,ASCIIMediaWorks,Index",SentaiFilmworks
Shion no Ou,TV,22,Fall,2007,,,Manga,23,PG-13,7.64,"22,620",FALSE,StudioDeen,"Drama,Game,Mystery,Thriller","YomikoAdvertising,PonyCanyon,FujiTV,DAXProduction",
Boku wa Tomodachi ga Sukunai Next,TV,12,Winter,2013,,,Lightnovel,24,R+,7.63,"262,027",TRUE,AICBuild,"Harem,SliceofLife,Comedy,Romance,School","MediaFactory,TBS,MagicCapsule,GoodSmileCompany",Funimation
High School DxD,TV,12,Winter,2012,Fridays,11:00,Lightnovel,24,R+,7.63,"508,697",FALSE,TNK,"Comedy,Demons,Ecchi,Harem,Romance,School","Genco,Lantis,AT-X,PRA,Showgate,AtelierMusa,FujimiShobo",Funimation
Nijuu Mensou no Musume,TV,22,Spring,2008,,,Manga,22,PG-13,7.63,"23,412",FALSE,"Bones,TelecomAnimationFilm","Action,Adventure,Mystery","PRA,SakuraCreate,FujiPacificMusicPublishing",
"Yondemasu yo, Azazel-san. (TV)",TV,13,Spring,2011,,,Manga,12,R,7.63,"49,085",FALSE,ProductionI.G,"Comedy,Supernatural,Demons","Nonefound,addsome",NozomiEntertainment
Acchi Kocchi (TV),TV,12,Spring,2012,,,4-komamanga,25,PG-13,7.62,"156,868",FALSE,AIC,"SliceofLife,Comedy,Romance,School,Seinen","PonyCanyon,TBS,DAXProduction,BS-TBS,Jumondo,Houbunsha",SentaiFilmworks
Btooom!,TV,12,Fall,2012,Thursdays,23:00,Manga,24,R,7.62,"412,193",FALSE,Madhouse,"Action,Sci-Fi,Psychological,Seinen","Sotsu,KlockWorx,flyingDOG,Showgate",SentaiFilmworks
Flying Witch,TV,12,Spring,2016,Sundays,2:25,Manga,23,PG-13,7.62,"129,173",FALSE,J.C.Staff,"SliceofLife,Comedy,Supernatural,Magic,Shounen","VAP,Kodansha,MagicCapsule,NipponTelevisionNetwork,RABAomoriBroadcasting,NipponTelevisionMusic",SentaiFilmworks
Hakuouki Reimeiroku,TV,12,Summer,2012,,,Visualnovel,23,R,7.62,"34,462",FALSE,StudioDeen,"Action,Historical,Supernatural,Drama,Samurai,Josei","Nonefound,addsome",SentaiFilmworks
Hellsing,TV,13,Fall,2001,,,Manga,23,R,7.62,"363,976",FALSE,Gonzo,"Action,Horror,Supernatural,Vampire,Seinen","FujiTV,PioneerLDC","Funimation,GeneonEntertainmentUSA"
Kiznaiver,TV,12,Spring,2016,Saturdays,23:30,Original,24,PG-13,7.62,"280,194",FALSE,Trigger,"Sci-Fi,Drama","Aniplex,Movic,UltraSuperPictures,Sammy,AsahiBroadcasting,BS11,Crunchyroll",AniplexofAmerica
Kore wa Zombie Desu ka?,TV,12,Winter,2011,,,Lightnovel,24,R,7.62,"354,682",FALSE,StudioDeen,"Action,Comedy,Ecchi,Harem,Magic,Supernatural","KadokawaShoten,AT-X,KadokawaPicturesJapan,KlockWorx,flyingDOG",Funimation
Little Busters!,TV,26,Fall,2012,,,Visualnovel,24,PG-13,7.62,"161,818",FALSE,J.C.Staff,"SliceofLife,Comedy,Supernatural,Drama,School","WarnerBros.,Showgate",SentaiFilmworks
R.O.D the TV,TV,26,Fall,2003,,,Lightnovel,25,PG-13,7.62,"51,019",TRUE,J.C.Staff,"Action,Adventure,Comedy,Drama,Sci-Fi,SuperPower","Aniplex,StudioDeen,Broccoli,SonyMusicEntertainment","AniplexofAmerica,GeneonEntertainmentUSA"
Shingeki no Bahamut: Virgin Soul,TV,24,Spring,2017,Saturdays,1:55,Game,23,R,7.62,"103,151",TRUE,MAPPA,"Action,Adventure,Demons,Supernatural,Magic,Fantasy",Cygames,
Donten ni Warau,TV,12,Fall,2014,,,Manga,23,PG-13,7.61,"68,976",FALSE,DogaKobo,"Action,Historical,Shoujo","VAP,NipponTelevisionNetwork",Funimation
Free!,TV,12,Summer,2013,Thursdays,Unknown,Original,24,PG-13,7.61,"323,469",FALSE,KyotoAnimation,"SliceofLife,Comedy,Sports,School","Lantis,AnimationDo,IwatobiHighSchoolSwimmingClub,AsahiBroadcasting","DiscotekMedia,Crunchyroll"
Kakegurui,TV,12,Summer,2017,Saturdays,22:00,Manga,24,R,7.61,"186,424",FALSE,MAPPA,"Game,Mystery,Psychological,Drama,School,Shounen","Dentsu,SquareEnix,Movic,KlockWorx,DIVEIIEntertainment,81Produce,AvexPictures,Furyu",
Sora no Otoshimono,TV,13,Fall,2009,,,Manga,24,PG-13,7.61,"269,474",FALSE,AICA.S.T.A.,"Sci-Fi,Harem,Comedy,Supernatural,Romance,Ecchi,Shounen","KadokawaShoten,KadokawaPicturesJapan,KlockWorx,NTTDocomo",Funimation
Suisei no Gargantia,TV,13,Spring,2013,Sundays,22:00,Original,23,PG-13,7.61,"200,242",FALSE,ProductionI.G,"Action,Sci-Fi,Adventure,Mecha","BandaiVisual,YomiuriTelecasting,Lantis,Nitroplus,Bushiroad,GoodSmileCompany",VizMedia
Aldnoah.Zero,TV,12,Summer,2014,Sundays,0:00,Original,23,R,7.6,"294,832",FALSE,"A-1Pictures,TROYCA","Action,Mecha,Sci-Fi","Aniplex,Movic,Nitroplus,Houbunsha,MAGES.,TokyoMX,AsahiBroadcasting,BS11",AniplexofAmerica
Casshern Sins,TV,24,Fall,2008,,,Other,24,R,7.6,"92,999",FALSE,"Madhouse,TatsunokoProduction","Action,Adventure,Drama,Psychological,Sci-Fi","Showgate,USEN",Funimation
